Entity1,Entity2,Relation,Example
通用,Lyft,company/company/invest,去年十二月，通用又注资5亿美元（约32.9亿元）至莱福特（Lyft），在与同优步（Uber）竞争的同时，建立一个自动、按需服务的车辆服务体系
红杉资本,斗鱼,company/company/invest,今年3月，斗鱼宣布完成1亿美元B轮融资，其中，腾讯出资4亿人民币领投，红杉资本、南山资本跟投
通用,Lyft,company/company/invest,去年，通用汽车公司以10亿美元收购了无人驾驶技术初创公司Cruise Automation，并投资5亿美元收购了网约车公司Lyft的9%股份
通用,Lyft,company/company/invest,通用汽车公司就以10亿美元买下了位于旧金山的Cruise Automation公司，并向打车服务公司Lyft投资了5亿美元;
融创,乐视,company/company/invest,在融创150亿大手笔战略投资乐视之后，融创与乐视在资本以外的合作一直受到外界关注
百度,Velodyne,company/company/invest,今日，Velodyne 公司发布公告称，旗下激光雷达公司获得百度与福特公司 1.5 亿美元的共同投资，三方将围绕无人驾驶领域展开全方位合作
软银,WeWork,company/company/invest,网易科技讯 1月31日消息 据路透社报道，华尔街日报引用知情人士的消息称，软银集团公司正在考虑向联合办公空间创企WeWork投资10亿美元
通用,Lyft,company/company/invest,正当技术公司抢走传统车企风头，打算颠覆汽车这个已有百年历史的 “古老” 行业之际，通用汽车靠投资打车应用 Lyft、收购共享乘车服务 Sidecar 的技术与资产，任命自动驾驶项目负责人等一系列组合拳向进入者发出明确的信号：这是我的地盘
福特,Pivotal,company/company/invest,在科技领域频繁有动作的汽车厂商福特最近宣布将向基于云端的软件公司 Pivotal 投资 1.82 亿美元。根据 Mashable 的说法，这次投资将会增强福特汽车在互联和远程操控上能力。
红杉资本,Jawbone,company/company/invest,同样Jawbone的投资方名单也非常豪华，其中包括安德森-霍洛维茨、摩根大通的Digital?Growth?Fund、KPCB、Khosla?Ventures，以及红杉资本
通用,Lyft,company/company/invest,通用汽车之前已经投资Lyft五亿美元，今年一月份，通用汽车在美国斥资5亿美元与Lyft专车服务公司建立长期战略联盟
腾讯,摩拜单车,company/company/invest,受到腾讯投资的摩拜单车，就如昨日的滴滴，但微信依旧是微信
晨兴资本,一家民宿,company/company/invest,一家民宿A轮投资方为晨兴资本等
京东金融,美利金融,company/company/invest,京东金融投资了美利金融，意图涉足二手车市场
京东金融,买单侠,company/company/invest,京东金融投资了买单侠，意图涉足蓝领人群
腾讯,在行&分答,company/company/invest,今日早间，在行&分答方面对钛媒体表示，该公司获得了来自国内知名巨头腾讯的 A+ 轮融资，由穆棉资本作为独家财务顾问。
百度,易车网,company/company/invest,?易车网创始人、董事长兼CEO李斌表示：“今天我们很高兴宣布获得全球领先企业腾讯、百度和京东等战略合作伙伴的新一轮投资
红杉资本,斗鱼TV,company/company/invest,今年3月，腾讯出资4亿元领投斗鱼TV的B轮融资，红杉资本追加投资，跟投方还包括南山资本等
红杉资本,Qualtrics,company/company/invest,终于，在2012年5月，Accel Partners 3年的坚持收获正果，前者与红杉资本联合对Qualtrics投资7000万美元
京东金融,乐信集团,company/company/invest,而在此前，原来的校园分期平台分期乐，也就是如今的乐信集团，也曾获得京东金融的战略投资
腾讯,蔚来,company/company/invest,根据公开消息，蔚来初期曾获得顺为、京东、高瓴资本、腾讯基金和易车共 5 亿美元注资，15 年 9 月得到红杉中国、愉悦资本共 5 亿美元融资
百度,ZestFinance,company/company/invest,7月18日，百度宣布战略投资美国金融科技公司ZestFinance，该公司的主营业务是将机器学习与大数据分析融合起来提供更加精准的信用评分
软银,Grab,company/company/invest,得到日本软银等多个投资者支持的Grab周四宣布，这笔投资将用于在雅加达建立一个研究中心，以及成立一只1亿美元的投资基金投资当地金融科技公司
携程,华远国旅,company/company/invest,2014年携程曾战略投资华远国旅，取得控制权
软银,Cybereason,company/company/invest,以色列网络安全公司Cybereason获软银5000万美元投资
吉利,沃尔沃,company/company/acquisition,或许长城和吉利是天生的对手，这两款车同样主推中高端市场，作为两个自主品牌，吉利凭借的是收购沃尔沃后不断更新的技术储备和品牌背书，而长城是把WEY当成了下一个H6吗？ 二月已过去三分之一的时间，接着马上三月、四月......在未来的日子吉利和长城的较量依然存在，吉利借着沃尔沃这颗大树路会越走越宽，这是一个大概率事件
谷歌,Deep Mind,company/company/acquisition,Deep Mind公司是2014年1月谷歌收购的人工智能（AI）研究机构，总部位于伦敦
微软,诺基亚,company/company/acquisition,从2014年诺基亚被微软收购，诺基亚手机正式更名Lumia，代表了诺基亚时代正式终结
谷歌,Nest,company/company/acquisition,同年，谷歌收购了Nest，智能家居设备的制造商，由前苹果硬件czar托尼·法德尔，被称为“教父的iPod”共同创办
诺基亚,Withings,company/company/acquisition,众所周知，去年上半年，诺基亚宣布收购智能穿戴品牌“Withings”，发展数字健康业务
欧莱雅,美即,company/company/acquisition,美即面膜被国际巨头欧莱雅收购时，部分人流露质疑和担忧，嫁入豪门看似光鲜
富士康,东芝,company/company/acquisition,在第10.5代显示器全生态产业园区动工仪式上，富士康总裁郭台铭透露了收购东芝的意向
阿里,Lazada,company/company/acquisition,阿里2016年豪掷10亿美元收入囊中的Lazada，届时将处于这场风暴的正中央
雪铁龙,通用,company/company/acquisition,来自法国的汽车制造集团标致雪铁龙有意向接管美国通用汽车公司在欧洲地区的业务，即收购欧宝以及沃克斯豪尔这两个子品牌
万达,传奇影业公司,company/company/acquisition,此外，2016年1月12日，万达宣布以不超过35亿美元现金收购美国传奇影业公司，成为迄今中国企业在海外的最大一笔文化并购
吉利,沃尔沃,company/company/acquisition,自吉利集团收购沃尔沃至今已达7年，由吉利与沃尔沃共同开发的CMA（Compact Modular Architecture）平台如今终于派上大用场，据悉，出自CMA平台的沃尔沃XC40或将于今年4月在上海车展上正式亮相，对于沃尔沃车迷来说这绝对是一大福利，另外一方面，新车将剑指奥迪Q3和宝马X1所领衔的SUV细分市场，它是否能像前辈XC90一样对市场产生强力冲击，并且取得圆满成功呢？令人相当期待
微软,诺基亚,company/company/acquisition,微软正式宣布收购诺基亚之后，到今年的4月25日正式完成收购之后，诺基亚这个巨人就真的倒下了
谷歌,Apigee,company/company/acquisition,谷歌在去年9 月 8 日表示，将以 6.25 亿美元的价格收购API管理公司 Apigee
三星,哈曼,company/company/acquisition,收购之后，哈曼会作为三星旗下的独立子公司的形式继续运营并保持现有团队领导
软银,ARM,company/company/acquisition,软银已经收购英国芯片设计商ARM，价格320亿美元
阿里,Lazada,company/company/acquisition,此外，阿里还斥巨资收购Lazada加强东南亚电商布局
欧莱雅,美即,company/company/acquisition,欧莱雅集团发布中期业绩报告，首次披露以65.4亿港元收购的中国面膜品牌美即业绩，其上半财年减值亏损2.13亿欧元
谷歌,Nest,company/company/acquisition,#大公司# 1. 谷歌Nest请来苹果高管拯救 伴随着Nest公司的陨落，谷歌的智能家居计划已经到了危险的边缘，Nest也被列入了谷歌最失败的收购案例之一
联想,Allfunds Bank,company/company/acquisition,若联想控股顺利收购Allfunds Bank，将使联想集团未来收购行为注入强心针
谷歌,Nest,company/company/acquisition,第一个时期是从物联网概念的提出到2013年，在此时期内物联网一直停留在概念阶段，涉及的设备也仅仅限于无线射频领域的“物”;第二个时期为2014～2016年，这一时期以谷歌收购Nest为标志，物联网从无线射频设备进化到了智能可穿戴和智能家居设备;第三个时期从2016年开始至今，在这一时期内，智能可穿戴设备和智能家居设备已经成熟落地并且切实进入到了日常生活当中
腾讯,Supercell,company/company/acquisition,类似的收购还有腾讯，今年年中，腾讯出资86亿美元拿下了全球最有钱途的手游公司Supercell 84.3%的股权，成为战略投资者
欧莱雅,The Body Shop,company/company/acquisition,在欧莱雅集团2014年的股东年会上，其官方就曾表示，自2006年被收购后，The Body Shop就一直未能按照既定的轨道发展
微软,Maluuba,company/company/acquisition, 而今年 1 月已被微软收购的 NLP 明星公司 Maluuba 早已在机器理解方面的成绩超越谷歌等巨头
恒大,美嘉,company/company/acquisition,"据有关媒体报道,恒大接近完成收购美嘉在北京的两座影城,目前正在与美嘉及影城所属的物业方协商一些细节化的东西"
奥迪,杜卡迪,company/company/acquisition,如今隶属于大众汽车集团的奥迪公司旗下还有不少子公司，西雅特（SEAT）汽车公司、quattro有限公司、兰博基尼汽车公司以及今年新近收购的意大利顶级摩托车制造商杜卡迪都成为奥迪汽车公司的一员
大众汽车金融服务股份公司,PayByPhone,company/company/acquisition,"12月28日,大众集团旗下子公司大众汽车金融服务股份公司(Volkswagen Financial Services AG)完成了对北美移动支付公司PayByPhone的收购。"
大众,Navistar,company/company/acquisition,德国汽车大厂大众于2016年9月6日公开宣布，以每股15.76 美元的收购价格，认购美国商用汽车生产商Navistar的16.6%股权，总投资金额达到2.56亿美元
万达,Carmike,company/company/acquisition,万达收购Carmike获准，中国企业继续在好莱坞扩张
阿里巴巴,豌豆荚,company/company/acquisition,2016年7月，豌豆荚被阿里巴巴收购，并入阿里移动，价格据说只有不到2亿美元
通用,欧宝,company/company/acquisition,近年来，自1929年起被通用汽车收购的欧宝品牌始终在设法借鉴现代汽车及斯柯达，以期提高自身竞争力
