Entity1,Entity2 ,Relation,Example
通用,Lyft,company/company/invest,在电动（自动驾驶）汽车与共享用车快速发展的时候，现有整车制造商的选择主要有三种：提高研发能力，快速跟进电动车和自动驾驶汽车，比亚迪和奥迪都是这方面的典型；利用自有资源，开设共享用车业务，比如福特的共享用车实验和奔驰的 Car2Share；与共享用车公司合作，弱化两者的竞争，12 月 22 日广汽集团宣布与 Uber 中国开展战略合作，以及本文的通用汽车投资 Lyft 便是这样的商业模式
通用,Lyft,company/company/invest,汽车业与交通运输业都是非常庞大的社会性产业，因此通用对 Lyft 的投资可能在短期内还无法有明显的成效
通用,Lyft,company/company/invest,此外，通用汽车还借助其他公司来积极推动移动出行服务，比如向Lyft公司投资5亿美元（约合34亿元人民币）发展搭乘共享服务，斥资10亿美元收购无人驾驶汽车技术初创企业Cruise Automation公司
通用,Lyft,company/company/invest,自今年初，通用投资Lyft之后，通用在交通出行领域也推出了自己的出行服务Maven
大众,Gett,company/company/invest,5月24日，大众集团向Gett按需移动出行服务商投资3亿美元，进军汽车共享领域，在欧洲扩张打车服务市场
大众,Gett,company/company/invest,大众集团5月24日宣布向Gett按需移动出行服务商投资3亿美元，期望从汽车共享市场中分得一杯羹
大众,Gett,company/company/invest,网易汽车5月25日报道 据examiner网站报道，大众集团周二宣布向Uber的竞争公司Gett投资3亿美元
大众,Gett,company/company/invest,北京时间5月25日凌晨，据Techcrunch.com报道称，Uber在欧洲市场最大的竞争对手英国共享出行服务商Gett，获得了大众集团3亿美元战略投资，这标志着大众集团将正式跻身于共享经济大潮，在共享出行领域深入布局
大众,Gett,company/company/invest,Gett的CEO Shahar Waiser对外宣称，大众集团为本轮融资的独家投资机构，截止目前，Gett的总融资金额已达到5.2亿美元，其他投资方包括Access Industries 以及Kreos Capital（欧洲风险贷款基金会）
大众,Gett,company/company/invest,公开数据显示，2015年大众集团年收入达2380亿美元，此次对Gett的投资的3亿美元相对于其收入而言无异于冰山一角，对Gett来说却是数额巨大的一笔进账
福特,Pivotal,company/company/invest,在科技领域频繁有动作的汽车厂商福特最近宣布将向基于云端的软件公司 Pivotal 投资 1.82 亿美元。根据 Mashable 的说法，这次投资将会增强福特汽车在互联和远程操控上能力。
通用电器,Pivotal,company/company/invest,Pivotal在成立之初，就获得了工业巨头通用电器的投资，一家大数据公司，为什么先后吸引了两家工业巨头的巨额投资？Pivotal中国研发中心总经理冯雷日前接受澎湃新闻（www.thepaper.cn）采访，首次披露了这家总部位于硅谷的公司的战略方向
福特,Pivotal,company/company/invest,对福特而言，此次投资Pivotal将是该公司进一步拓展连网汽车业务和无人驾驶汽车业务的重要举措，可以帮助该公司更好地打造更快更智能软件
福特,Pivotal,company/company/invest,核心提示：​据国外媒体报道，福特汽车公司将向硅谷云计算软件公司Pivotal Software投资1.822亿美元，以充分利用硅谷在高科技方面的优势来促进公司的汽车业务发展
福特,Pivotal,company/company/invest,在此轮融资中，Pivotal共将获得总额为2.53亿美元的全新投资，主要来源为新加入的投资方福特汽车公司 和微软公司，还有之前的全部投资者–通用电气、EMC和VMware
福特,Pivotal,company/company/invest,"福特汽车公司总裁兼首席执行官说，“我们对Pivotal的投资将有助于我们以”硅谷速度”来提供这样的体验, 包括不断扩大我们的数字，物理和个人的移动体验平台FordPass"
福特,Pivotal,company/company/invest,近日，又一家云计算领域的独角兽诞生！据华尔街日报报道，旧金山的云软件开发工具与服务公司Pivotal获得2.53亿美元融资，估值达28亿美元，其中福特投资1.822亿美元，另一个投资参与方是微软
福特,Pivotal,company/company/invest,据网易汽车报道，此前福特与谷歌曾进行过合作谈判，但至今并未达成一致，此次完成对Pivotal的投资，一方面是看中其主营业务能力，另一方面可以通过其与亚马逊、微软及谷歌等公司的云计算平台技术合作关系，获得并且灵活切换上述科技巨头所提供的云服务
微软,Pivotal,company/company/invest,动点科技文章曾分析，对福特来说，此次投资 Pivotal 将是该公司进一步拓展连网汽车业务和无人驾驶汽车业务的重要举措，可以帮助该公司更好地以打造更快更智能软件为重点
IDG,Farfetch,company/company/invest,时隔五年，IDG资本投资了全球最大的时尚电商平台Farfetch，并再次成为其唯一的中国投资者
阿里巴巴,魅族,company/company/invest,魅族得到了阿里巴巴的战略投资
阿里巴巴,新浪微博,company/company/invest,新浪微博又被阿里巴巴战略投资
京东,洒哇地咔,company/company/invest,　　洒哇地咔产品的出色表现迅速获得了京东的战略投资
软银,WeWork,company/company/invest,软银计划向众创空间WeWork投资超过30亿美元
京东金融,美利金融,company/company/invest,京东金融投资了美利金融，意图涉足二手车市场
京东金融,买单侠,company/company/invest,京东金融投资了买单侠，意图涉足蓝领人群
京东金融,高登世德,company/company/invest,在技术领域，京东金融去年9月份投资了提供资产证券化信息系统服务的高登世德，并借此搭建了京东金融自己的ABS云平台
沃尔玛,达达,company/company/invest,沃尔玛在中国的实体门店将接入京东到家和京东投资的众包物流平台达达
京东金融,乐信集团,company/company/invest,而在此前，原来的校园分期平台分期乐，也就是如今的乐信集团，也曾获得京东金融的战略投资
丰厚资本,订房宝,company/company/invest,订房宝获得丰厚资本的天使投资
丰厚资本,咖啡零点吧,company/company/invest,2015年5月，咖啡零点吧完成天使轮融资，由丰厚资本投资
源政投资,有礼派,company/company/invest,　　根据新芽数据库，有礼派曾于2014年10月获得Pre-A轮融资，由源政投资杨向阳领投
华诺创投,华诺创投,company/company/invest,专注于服务美妆门店的互联网平台有礼派完成数千万A++轮融资，本轮由华诺创投领投
阿里巴巴,饿了么,company/company/invest,　　在退出美团阵营后的阿里巴巴，随后对饿了么投资80亿人民币
腾讯,饿了么,company/company/invest,腾讯向饿了么投资了3.5亿美元
阿里,饿了么,company/company/invest,本轮投资后阿里占股饿了么27.7%，成为第一大股东
小米科技,板牙科技,company/company/invest, 一家叫“板牙科技”的蓝V企业微博成立了，通过简介了解到，这家公司原来是小米科技投资的车载智能互联网公司
苏宁,PPTV,company/company/invest,苏宁宣布战略投资PPTV2.5亿美元
蚂蚁金服,Kakao,company/company/invest,进入2017年伊始的蚂蚁金服，同样不负期待，不仅涉足共享单车，同时投资韩国Kakao
蚂蚁金服,永安行,company/company/invest,而本次在获得蚂蚁金服投资的同时，永安行还引入其旗下芝麻信用、口碑等进行合作
蚂蚁金服,永安行,company/company/invest,在蚂蚁金服投资永安行后，双方的合作也正式展开
蚂蚁金服,Mynt,company/company/invest,蚂蚁金服投资菲律宾版支付宝Mynt公司
普思资本,氪空间,company/company/invest,此次投资氪空间，基于普思资本对城市发展和更新的深刻理解
淡马锡,摩拜单车,company/company/invest,摩拜单车宣布获得D轮后新融资，新引入新加坡投资公司淡马锡(Temasek)的股权投资
淡马锡,菜鸟网络,company/company/invest,淡马锡在2016年先后投资了“菜鸟网络”
祥峰基金,摩拜单车,company/company/invest,摩拜单车投资方祥峰基金投资人赵楠在其个人朋友圈表示，“基本都是老股东在投，融资额也严重夸大宣传
祥峰基金,摩拜单车,company/company/invest,祥峰基金此前投资了ofo的竞争对手摩拜单车
富士康,摩拜单车,company/company/invest,获得富士康战略投资的摩拜单车已经陆续投放20多个城市
富士康,摩拜单车,company/company/invest,创新工场的创始人李开复在摩拜单车获得富士康战略投资以后，第一时间在微信朋友圈里发了一条微信
腾讯,摩拜单车,company/company/invest,腾讯两次参与摩拜单车的融资投资，两者形成一定程度的利益绑定
腾讯,摩拜单车,company/company/invest,受到腾讯投资的摩拜单车，就如昨日的滴滴，但微信依旧是微信
腾讯,摩拜单车,company/company/invest,接受腾讯投资的摩拜单车，微信小程序只是第一步的合作
滴滴出行,ofo,company/company/invest,2016年9月26日，滴滴出行以数千万美元对ofo战略投资
滴滴出行,ofo,company/company/invest,ofo宣布完成1.3亿美元C轮融资，包括滴滴出行数千万美元C1轮战略投资
富士康,摩拜单车,company/company/invest,摩拜单车先于ofo完成D轮融资，又获得富士康战略投资
DST,ofo,company/company/invest,ofo则宣布完成D轮4 .5亿美元融资，投资方以DST为主
新华联,ofo,company/company/invest,新华联称投资2500万美元入股ofo，占2.15%股份
腾讯,ofo,company/company/invest,先从被腾讯间接投资的ofo的开始扒起
滴滴出行,ofo,company/company/invest,"，滴滴出行宣布展露投资ofo,金额数千万美金"
经纬中国,快的,company/company/invest,经纬中国参与快的投资，滴滴快的合并后已进入滴滴董事会
DST,ofo,company/company/invest,DST投资ofo的消息就已经不胫而走，但当时恰逢ofo刚宣布C轮融资
滴滴,ofo,company/company/invest,当滴滴战略投资ofo之后，新的问题又出现了，滴滴为什么没有自己做
滴滴,ofo,company/company/invest,正是在滴滴投资ofo敲定之后，其他投资人开始迅速跟进，ofo的估值一下子从此前的1.5亿美元上涨到3亿美元
祥峰基金,ofo,company/company/invest,祥峰基金此前投资了ofo的竞争对手摩拜单车
DST,ofo,company/company/invest,ofo此轮融资由全球最具影响力的投资机构之一DST(Digital Sky Technology)领投
融创,乐视,company/company/invest,乐视与融创达成战略合作 后者高端地产引入70吋及以上超级电视 今年1月，乐视与融创达成150亿元投资合作
融创,乐视,company/company/invest,在融创150亿大手笔战略投资乐视之后，融创与乐视在资本以外的合作一直受到外界关注
